date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:54:20	1391/1391	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c4d0495-56f%22	https://colorlib.com/preview/theme/spring/js/jquery.animateNumber.min.js	C:/Users/User/Downloads/Compressed/New%20folder/New%20folder%20(2)/web/colorlib.com/preview/theme/spring/js/jquery.animateNumber.min.js	(from https://colorlib.com/preview/theme/spring/index.html)
22:54:20	33269/33269	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c4d0485-b6e4%22	https://colorlib.com/preview/theme/spring/js/bootstrap-datepicker.js	C:/Users/User/Downloads/Compressed/New%20folder/New%20folder%20(2)/web/colorlib.com/preview/theme/spring/js/bootstrap-datepicker.js	(from https://colorlib.com/preview/theme/spring/index.html)
22:54:21	548/548	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2014:54:17%20GMT	https://colorlib.com/preview/theme/spring/js/jquery.timepicker.min.js	C:/Users/User/Downloads/Compressed/New%20folder/New%20folder%20(2)/web/colorlib.com/preview/theme/spring/js/jquery.timepicker.min.js	(from https://colorlib.com/preview/theme/spring/index.html)
22:54:22	7447/7447	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c4d04ab-1d17%22	https://colorlib.com/preview/theme/spring/js/scrollax.min.js	C:/Users/User/Downloads/Compressed/New%20folder/New%20folder%20(2)/web/colorlib.com/preview/theme/spring/js/scrollax.min.js	(from https://colorlib.com/preview/theme/spring/index.html)
22:54:23	2178/2178	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c4d0487-1235%22	https://colorlib.com/preview/theme/spring/js/google-map.js	C:/Users/User/Downloads/Compressed/New%20folder/New%20folder%20(2)/web/colorlib.com/preview/theme/spring/js/google-map.js	(from https://colorlib.com/preview/theme/spring/index.html)
22:54:27	5543/5543	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c4d04a7-1d9c%22	https://colorlib.com/preview/theme/spring/js/main.js	C:/Users/User/Downloads/Compressed/New%20folder/New%20folder%20(2)/web/colorlib.com/preview/theme/spring/js/main.js	(from https://colorlib.com/preview/theme/spring/index.html)
22:54:29	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e70fafb-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	C:/Users/User/Downloads/Compressed/New%20folder/New%20folder%20(2)/web/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from https://colorlib.com/preview/theme/spring/index.html)
22:54:31	28196/28196	---M--	200	added ('OK')	application/octet-stream	etag:%225c4d051c-6e24%22	https://colorlib.com/preview/theme/spring/fonts/open-iconic/open-iconic.eot	C:/Users/User/Downloads/Compressed/New%20folder/New%20folder%20(2)/web/colorlib.com/preview/theme/spring/fonts/open-iconic/open-iconic.eot	(from https://colorlib.com/preview/theme/spring/css/open-iconic-bootstrap.min.css)
22:54:32	28196/28196	---M--	200	added ('OK')	application/octet-stream	etag:%225c4d051c-6e24%22	https://colorlib.com/preview/theme/spring/fonts/open-iconic/open-iconic.eot?	C:/Users/User/Downloads/Compressed/New%20folder/New%20folder%20(2)/web/colorlib.com/preview/theme/spring/fonts/open-iconic/open-iconicd41d.eot	(from https://colorlib.com/preview/theme/spring/css/open-iconic-bootstrap.min.css)
22:54:34	14984/14984	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c4d0521-3a88%22	https://colorlib.com/preview/theme/spring/fonts/open-iconic/open-iconic.woff	C:/Users/User/Downloads/Compressed/New%20folder/New%20folder%20(2)/web/colorlib.com/preview/theme/spring/fonts/open-iconic/open-iconic.woff	(from https://colorlib.com/preview/theme/spring/css/open-iconic-bootstrap.min.css)
